test_id,product_category,product_code_1,product_code_2
329,Barista_Milk,484,375
330,Barista_Milk,522,375
331,Barista_Milk,375,547
332,Barista_Milk,551,375
333,Barista_Milk,389,381
334,Barista_Milk,422,381
335,Barista_Milk,482,381
336,Barista_Milk,381,484
337,Barista_Milk,381,522
338,Barista_Milk,547,381
339,Barista_Milk,551,381
340,Barista_Milk,422,389
341,Barista_Milk,482,389
342,Barista_Milk,484,389
343,Barista_Milk,522,389
344,Barista_Milk,547,389
345,Barista_Milk,389,551
346,Barista_Milk,422,482
347,Barista_Milk,484,422
348,Barista_Milk,522,422
349,Barista_Milk,422,547
350,Barista_Milk,422,551
351,Barista_Milk,482,484
352,Barista_Milk,482,522
353,Barista_Milk,547,482
354,Barista_Milk,551,482
355,Barista_Milk,484,522
356,Barista_Milk,547,484
357,Barista_Milk,484,551
358,Barista_Milk,522,547
359,Barista_Milk,522,551
360,Barista_Milk,551,547
361,Bratwurst,133,170
362,Bratwurst,173,133
363,Bratwurst,133,175
364,Bratwurst,133,190
365,Bratwurst,253,133
366,Bratwurst,133,285
367,Bratwurst,133,347
368,Bratwurst,361,133
369,Bratwurst,398,133
370,Bratwurst,417,133
371,Bratwurst,514,133
372,Bratwurst,173,170
373,Bratwurst,170,175
374,Bratwurst,190,170
375,Bratwurst,253,170
376,Bratwurst,170,285
377,Bratwurst,347,170
378,Bratwurst,170,361
379,Bratwurst,398,170
380,Bratwurst,417,170
381,Bratwurst,170,514
382,Bratwurst,173,175
383,Bratwurst,173,190
384,Bratwurst,173,253
385,Bratwurst,173,285
386,Bratwurst,347,173
387,Bratwurst,361,173
388,Bratwurst,173,398
389,Bratwurst,173,417
390,Bratwurst,173,514
391,Bratwurst,190,175
392,Bratwurst,253,175
393,Bratwurst,175,285
394,Bratwurst,347,175
395,Bratwurst,175,361
396,Bratwurst,175,398
397,Bratwurst,417,175
398,Bratwurst,175,514
399,Bratwurst,190,253
400,Bratwurst,285,190
401,Bratwurst,190,347
402,Bratwurst,190,361
403,Bratwurst,190,398
404,Bratwurst,417,190
405,Bratwurst,190,514
406,Bratwurst,285,253
407,Bratwurst,347,253
408,Bratwurst,253,361
409,Bratwurst,398,253
410,Bratwurst,417,253
411,Bratwurst,253,514
412,Bratwurst,285,347
413,Bratwurst,285,361
414,Bratwurst,285,398
415,Bratwurst,417,285
416,Bratwurst,514,285
417,Bratwurst,361,347
418,Bratwurst,347,398
419,Bratwurst,347,417
420,Bratwurst,347,514
421,Bratwurst,361,398
422,Bratwurst,417,361
423,Bratwurst,514,361
424,Bratwurst,417,398
425,Bratwurst,398,514
426,Bratwurst,514,417
427,Breaded_Chicken_Filet,100,111
428,Breaded_Chicken_Filet,119,100
429,Breaded_Chicken_Filet,156,100
430,Breaded_Chicken_Filet,394,100
431,Breaded_Chicken_Filet,100,474
432,Breaded_Chicken_Filet,100,501
433,Breaded_Chicken_Filet,502,100
434,Breaded_Chicken_Filet,506,100
435,Breaded_Chicken_Filet,100,530
436,Breaded_Chicken_Filet,544,100
437,Breaded_Chicken_Filet,111,119
438,Breaded_Chicken_Filet,111,156
439,Breaded_Chicken_Filet,394,111
440,Breaded_Chicken_Filet,474,111
441,Breaded_Chicken_Filet,111,501
442,Breaded_Chicken_Filet,502,111
443,Breaded_Chicken_Filet,506,111
444,Breaded_Chicken_Filet,111,530
445,Breaded_Chicken_Filet,111,544
446,Breaded_Chicken_Filet,119,156
447,Breaded_Chicken_Filet,119,394
448,Breaded_Chicken_Filet,474,119
449,Breaded_Chicken_Filet,501,119
450,Breaded_Chicken_Filet,119,502
451,Breaded_Chicken_Filet,119,506
452,Breaded_Chicken_Filet,530,119
453,Breaded_Chicken_Filet,119,544
454,Breaded_Chicken_Filet,394,156
455,Breaded_Chicken_Filet,474,156
456,Breaded_Chicken_Filet,501,156
457,Breaded_Chicken_Filet,502,156
458,Breaded_Chicken_Filet,506,156
459,Breaded_Chicken_Filet,530,156
460,Breaded_Chicken_Filet,544,156
461,Breaded_Chicken_Filet,394,474
462,Breaded_Chicken_Filet,394,501
463,Breaded_Chicken_Filet,394,502
464,Breaded_Chicken_Filet,394,506
465,Breaded_Chicken_Filet,530,394
466,Breaded_Chicken_Filet,544,394
467,Breaded_Chicken_Filet,474,501
468,Breaded_Chicken_Filet,502,474
469,Breaded_Chicken_Filet,474,506
470,Breaded_Chicken_Filet,530,474
471,Breaded_Chicken_Filet,474,544
472,Breaded_Chicken_Filet,502,501
473,Breaded_Chicken_Filet,501,506
474,Breaded_Chicken_Filet,501,530
475,Breaded_Chicken_Filet,501,544
476,Breaded_Chicken_Filet,506,502
477,Breaded_Chicken_Filet,502,530
478,Breaded_Chicken_Filet,502,544
479,Breaded_Chicken_Filet,506,530
480,Breaded_Chicken_Filet,506,544
481,Breaded_Chicken_Filet,530,544
482,Breakfast_Sausages,125,122
483,Breakfast_Sausages,122,142
484,Breakfast_Sausages,122,146
485,Breakfast_Sausages,122,216
486,Breakfast_Sausages,237,122
487,Breakfast_Sausages,280,122
488,Breakfast_Sausages,122,292
489,Breakfast_Sausages,122,303
490,Breakfast_Sausages,309,122
491,Breakfast_Sausages,122,396
492,Breakfast_Sausages,402,122
493,Breakfast_Sausages,405,122
494,Breakfast_Sausages,407,122
495,Breakfast_Sausages,462,122
496,Breakfast_Sausages,122,468
497,Breakfast_Sausages,488,122
498,Breakfast_Sausages,122,492
499,Breakfast_Sausages,122,542
500,Breakfast_Sausages,122,548
501,Breakfast_Sausages,122,552
502,Breakfast_Sausages,142,125
503,Breakfast_Sausages,125,146
504,Breakfast_Sausages,125,216
505,Breakfast_Sausages,237,125
506,Breakfast_Sausages,125,280
507,Breakfast_Sausages,125,292
508,Breakfast_Sausages,125,303
509,Breakfast_Sausages,125,309
510,Breakfast_Sausages,125,396
511,Breakfast_Sausages,402,125
512,Breakfast_Sausages,125,405
513,Breakfast_Sausages,125,407
514,Breakfast_Sausages,462,125
515,Breakfast_Sausages,468,125
516,Breakfast_Sausages,488,125
517,Breakfast_Sausages,125,492
518,Breakfast_Sausages,125,542
519,Breakfast_Sausages,548,125
520,Breakfast_Sausages,125,552
521,Breakfast_Sausages,146,142
522,Breakfast_Sausages,142,216
523,Breakfast_Sausages,142,237
524,Breakfast_Sausages,142,280
525,Breakfast_Sausages,292,142
526,Breakfast_Sausages,303,142
527,Breakfast_Sausages,309,142
528,Breakfast_Sausages,396,142
529,Breakfast_Sausages,142,402
530,Breakfast_Sausages,142,405
531,Breakfast_Sausages,142,407
532,Breakfast_Sausages,142,462
533,Breakfast_Sausages,142,468
534,Breakfast_Sausages,142,488
535,Breakfast_Sausages,142,492
536,Breakfast_Sausages,142,542
537,Breakfast_Sausages,548,142
538,Breakfast_Sausages,552,142
539,Breakfast_Sausages,216,146
540,Breakfast_Sausages,146,237
541,Breakfast_Sausages,146,280
542,Breakfast_Sausages,292,146
543,Breakfast_Sausages,146,303
544,Breakfast_Sausages,146,309
545,Breakfast_Sausages,396,146
546,Breakfast_Sausages,402,146
547,Breakfast_Sausages,146,405
548,Breakfast_Sausages,146,407
549,Breakfast_Sausages,146,462
550,Breakfast_Sausages,146,468
551,Breakfast_Sausages,146,488
552,Breakfast_Sausages,146,492
553,Breakfast_Sausages,146,542
554,Breakfast_Sausages,146,548
555,Breakfast_Sausages,552,146
556,Breakfast_Sausages,237,216
557,Breakfast_Sausages,280,216
558,Breakfast_Sausages,216,292
559,Breakfast_Sausages,216,303
560,Breakfast_Sausages,216,309
561,Breakfast_Sausages,396,216
562,Breakfast_Sausages,402,216
563,Breakfast_Sausages,405,216
564,Breakfast_Sausages,407,216
565,Breakfast_Sausages,216,462
566,Breakfast_Sausages,468,216
567,Breakfast_Sausages,488,216
568,Breakfast_Sausages,216,492
569,Breakfast_Sausages,542,216
570,Breakfast_Sausages,216,548
571,Breakfast_Sausages,216,552
572,Breakfast_Sausages,280,237
573,Breakfast_Sausages,237,292
574,Breakfast_Sausages,237,303
575,Breakfast_Sausages,237,309
576,Breakfast_Sausages,396,237
577,Breakfast_Sausages,237,402
578,Breakfast_Sausages,405,237
579,Breakfast_Sausages,407,237
580,Breakfast_Sausages,462,237
581,Breakfast_Sausages,237,468
582,Breakfast_Sausages,488,237
583,Breakfast_Sausages,492,237
584,Breakfast_Sausages,237,542
585,Breakfast_Sausages,548,237
586,Breakfast_Sausages,552,237
587,Breakfast_Sausages,292,280
588,Breakfast_Sausages,303,280
589,Breakfast_Sausages,309,280
590,Breakfast_Sausages,396,280
591,Breakfast_Sausages,280,402
592,Breakfast_Sausages,405,280
593,Breakfast_Sausages,407,280
594,Breakfast_Sausages,280,462
595,Breakfast_Sausages,468,280
596,Breakfast_Sausages,280,488
597,Breakfast_Sausages,492,280
598,Breakfast_Sausages,542,280
599,Breakfast_Sausages,548,280
600,Breakfast_Sausages,552,280
601,Breakfast_Sausages,303,292
602,Breakfast_Sausages,309,292
603,Breakfast_Sausages,396,292
604,Breakfast_Sausages,402,292
605,Breakfast_Sausages,405,292
606,Breakfast_Sausages,407,292
607,Breakfast_Sausages,462,292
608,Breakfast_Sausages,292,468
609,Breakfast_Sausages,292,488
610,Breakfast_Sausages,492,292
611,Breakfast_Sausages,292,542
612,Breakfast_Sausages,292,548
613,Breakfast_Sausages,552,292
614,Breakfast_Sausages,303,309
615,Breakfast_Sausages,303,396
616,Breakfast_Sausages,402,303
617,Breakfast_Sausages,405,303
618,Breakfast_Sausages,303,407
619,Breakfast_Sausages,303,462
620,Breakfast_Sausages,468,303
621,Breakfast_Sausages,488,303
622,Breakfast_Sausages,492,303
623,Breakfast_Sausages,542,303
624,Breakfast_Sausages,303,548
625,Breakfast_Sausages,552,303
626,Breakfast_Sausages,396,309
627,Breakfast_Sausages,309,402
628,Breakfast_Sausages,405,309
629,Breakfast_Sausages,407,309
630,Breakfast_Sausages,309,462
631,Breakfast_Sausages,309,468
632,Breakfast_Sausages,309,488
633,Breakfast_Sausages,309,492
634,Breakfast_Sausages,542,309
635,Breakfast_Sausages,548,309
636,Breakfast_Sausages,309,552
637,Breakfast_Sausages,402,396
638,Breakfast_Sausages,405,396
639,Breakfast_Sausages,407,396
640,Breakfast_Sausages,462,396
641,Breakfast_Sausages,468,396
642,Breakfast_Sausages,488,396
643,Breakfast_Sausages,492,396
644,Breakfast_Sausages,542,396
645,Breakfast_Sausages,396,548
646,Breakfast_Sausages,396,552
647,Breakfast_Sausages,402,405
648,Breakfast_Sausages,402,407
649,Breakfast_Sausages,462,402
650,Breakfast_Sausages,468,402
651,Breakfast_Sausages,402,488
652,Breakfast_Sausages,402,492
653,Breakfast_Sausages,402,542
654,Breakfast_Sausages,548,402
655,Breakfast_Sausages,552,402
656,Breakfast_Sausages,407,405
657,Breakfast_Sausages,462,405
658,Breakfast_Sausages,405,468
659,Breakfast_Sausages,405,488
660,Breakfast_Sausages,492,405
661,Breakfast_Sausages,405,542
662,Breakfast_Sausages,405,548
663,Breakfast_Sausages,552,405
664,Breakfast_Sausages,462,407
665,Breakfast_Sausages,468,407
666,Breakfast_Sausages,488,407
667,Breakfast_Sausages,492,407
668,Breakfast_Sausages,542,407
669,Breakfast_Sausages,548,407
670,Breakfast_Sausages,552,407
671,Breakfast_Sausages,462,468
672,Breakfast_Sausages,488,462
673,Breakfast_Sausages,462,492
674,Breakfast_Sausages,542,462
675,Breakfast_Sausages,462,548
676,Breakfast_Sausages,552,462
677,Breakfast_Sausages,488,468
678,Breakfast_Sausages,468,492
679,Breakfast_Sausages,468,542
680,Breakfast_Sausages,468,548
681,Breakfast_Sausages,552,468
682,Breakfast_Sausages,492,488
683,Breakfast_Sausages,488,542
684,Breakfast_Sausages,488,548
685,Breakfast_Sausages,488,552
686,Breakfast_Sausages,492,542
687,Breakfast_Sausages,548,492
688,Breakfast_Sausages,492,552
689,Breakfast_Sausages,548,542
690,Breakfast_Sausages,552,542
691,Breakfast_Sausages,552,548
692,Burgers,117,124
693,Burgers,131,117
694,Burgers,157,117
695,Burgers,117,166
696,Burgers,184,117
697,Burgers,117,193
698,Burgers,194,117
699,Burgers,204,117
700,Burgers,117,226
701,Burgers,254,117
702,Burgers,339,117
703,Burgers,414,117
704,Burgers,420,117
705,Burgers,117,458
706,Burgers,478,117
707,Burgers,117,490
708,Burgers,498,117
709,Burgers,117,505
710,Burgers,117,510
711,Burgers,117,550
712,Burgers,131,124
713,Burgers,157,124
714,Burgers,166,124
715,Burgers,124,184
716,Burgers,124,193
717,Burgers,124,194
718,Burgers,204,124
719,Burgers,124,226
720,Burgers,124,254
721,Burgers,339,124
722,Burgers,414,124
723,Burgers,124,420
724,Burgers,124,458
725,Burgers,124,478
726,Burgers,490,124
727,Burgers,124,498
728,Burgers,505,124
729,Burgers,510,124
730,Burgers,550,124
731,Burgers,131,157
732,Burgers,131,166
733,Burgers,131,184
734,Burgers,193,131
735,Burgers,131,194
736,Burgers,204,131
737,Burgers,131,226
738,Burgers,254,131
739,Burgers,339,131
740,Burgers,414,131
741,Burgers,420,131
742,Burgers,131,458
743,Burgers,131,478
744,Burgers,490,131
745,Burgers,131,498
746,Burgers,505,131
747,Burgers,131,510
748,Burgers,131,550
749,Burgers,157,166
750,Burgers,184,157
751,Burgers,157,193
752,Burgers,157,194
753,Burgers,204,157
754,Burgers,226,157
755,Burgers,157,254
756,Burgers,157,339
757,Burgers,157,414
758,Burgers,157,420
759,Burgers,157,458
760,Burgers,478,157
761,Burgers,490,157
762,Burgers,498,157
763,Burgers,157,505
764,Burgers,510,157
765,Burgers,157,550
766,Burgers,166,184
767,Burgers,166,193
768,Burgers,194,166
769,Burgers,166,204
770,Burgers,226,166
771,Burgers,166,254
772,Burgers,339,166
773,Burgers,414,166
774,Burgers,166,420
775,Burgers,458,166
776,Burgers,478,166
777,Burgers,166,490
778,Burgers,166,498
779,Burgers,166,505
780,Burgers,166,510
781,Burgers,166,550
782,Burgers,193,184
783,Burgers,194,184
784,Burgers,204,184
785,Burgers,184,226
786,Burgers,184,254
787,Burgers,339,184
788,Burgers,414,184
789,Burgers,184,420
790,Burgers,458,184
791,Burgers,184,478
792,Burgers,184,490
793,Burgers,184,498
794,Burgers,505,184
795,Burgers,184,510
796,Burgers,184,550
797,Burgers,193,194
798,Burgers,193,204
799,Burgers,193,226
800,Burgers,193,254
801,Burgers,339,193
802,Burgers,193,414
803,Burgers,193,420
804,Burgers,458,193
805,Burgers,193,478
806,Burgers,193,490
807,Burgers,193,498
808,Burgers,505,193
809,Burgers,510,193
810,Burgers,193,550
811,Burgers,194,204
812,Burgers,226,194
813,Burgers,194,254
814,Burgers,194,339
815,Burgers,194,414
816,Burgers,194,420
817,Burgers,458,194
818,Burgers,478,194
819,Burgers,490,194
820,Burgers,194,498
821,Burgers,505,194
822,Burgers,510,194
823,Burgers,550,194
824,Burgers,204,226
825,Burgers,204,254
826,Burgers,339,204
827,Burgers,414,204
828,Burgers,204,420
829,Burgers,458,204
830,Burgers,478,204
831,Burgers,490,204
832,Burgers,498,204
833,Burgers,505,204
834,Burgers,510,204
835,Burgers,550,204
836,Burgers,226,254
837,Burgers,339,226
838,Burgers,226,414
839,Burgers,226,420
840,Burgers,458,226
841,Burgers,226,478
842,Burgers,490,226
843,Burgers,226,498
844,Burgers,505,226
845,Burgers,510,226
846,Burgers,550,226
847,Burgers,254,339
848,Burgers,254,414
849,Burgers,254,420
850,Burgers,458,254
851,Burgers,254,478
852,Burgers,490,254
853,Burgers,254,498
854,Burgers,505,254
855,Burgers,510,254
856,Burgers,550,254
857,Burgers,414,339
858,Burgers,339,420
859,Burgers,458,339
860,Burgers,339,478
861,Burgers,490,339
862,Burgers,339,498
863,Burgers,505,339
864,Burgers,510,339
865,Burgers,339,550
866,Burgers,420,414
867,Burgers,458,414
868,Burgers,414,478
869,Burgers,414,490
870,Burgers,498,414
871,Burgers,505,414
872,Burgers,414,510
873,Burgers,550,414
874,Burgers,458,420
875,Burgers,478,420
876,Burgers,420,490
877,Burgers,420,498
878,Burgers,505,420
879,Burgers,510,420
880,Burgers,550,420
881,Burgers,458,478
882,Burgers,490,458
883,Burgers,498,458
884,Burgers,458,505
885,Burgers,510,458
886,Burgers,458,550
887,Burgers,490,478
888,Burgers,498,478
889,Burgers,505,478
890,Burgers,478,510
891,Burgers,478,550
892,Burgers,490,498
893,Burgers,505,490
894,Burgers,490,510
895,Burgers,550,490
896,Burgers,505,498
897,Burgers,498,510
898,Burgers,550,498
899,Burgers,510,505
900,Burgers,550,505
901,Burgers,550,510
902,Butter,105,103
903,Butter,103,116
904,Butter,118,103
905,Butter,103,129
906,Butter,103,145
907,Butter,160,103
908,Butter,163,103
909,Butter,210,103
910,Butter,103,231
911,Butter,276,103
912,Butter,103,281
913,Butter,368,103
914,Butter,103,390
915,Butter,454,103
916,Butter,465,103
917,Butter,103,494
918,Butter,103,523
919,Butter,526,103
920,Butter,103,531
921,Butter,538,103
922,Butter,105,116
923,Butter,105,118
924,Butter,129,105
925,Butter,145,105
926,Butter,160,105
927,Butter,105,163
928,Butter,105,210
929,Butter,231,105
930,Butter,276,105
931,Butter,105,281
932,Butter,105,368
933,Butter,105,390
934,Butter,454,105
935,Butter,465,105
936,Butter,494,105
937,Butter,105,523
938,Butter,526,105
939,Butter,105,531
940,Butter,538,105
941,Butter,116,118
942,Butter,116,129
943,Butter,116,145
944,Butter,160,116
945,Butter,163,116
946,Butter,210,116
947,Butter,116,231
948,Butter,116,276
949,Butter,116,281
950,Butter,116,368
951,Butter,116,390
952,Butter,454,116
953,Butter,116,465
954,Butter,494,116
955,Butter,523,116
956,Butter,116,526
957,Butter,531,116
958,Butter,538,116
959,Butter,118,129
960,Butter,145,118
961,Butter,118,160
962,Butter,163,118
963,Butter,210,118
964,Butter,231,118
965,Butter,276,118
966,Butter,118,281
967,Butter,368,118
968,Butter,118,390
969,Butter,454,118
970,Butter,118,465
971,Butter,118,494
972,Butter,118,523
973,Butter,526,118
974,Butter,531,118
975,Butter,538,118
976,Butter,129,145
977,Butter,160,129
978,Butter,163,129
979,Butter,129,210
980,Butter,231,129
981,Butter,129,276
982,Butter,281,129
983,Butter,368,129
984,Butter,129,390
985,Butter,454,129
986,Butter,129,465
987,Butter,494,129
988,Butter,523,129
989,Butter,129,526
990,Butter,129,531
991,Butter,129,538
992,Butter,160,145
993,Butter,145,163
994,Butter,210,145
995,Butter,231,145
996,Butter,145,276
997,Butter,281,145
998,Butter,145,368
999,Butter,390,145
1000,Butter,454,145
1001,Butter,145,465
1002,Butter,145,494
1003,Butter,145,523
1004,Butter,145,526
1005,Butter,145,531
1006,Butter,145,538
1007,Butter,160,163
1008,Butter,210,160
1009,Butter,231,160
1010,Butter,276,160
1011,Butter,160,281
1012,Butter,160,368
1013,Butter,390,160
1014,Butter,160,454
1015,Butter,160,465
1016,Butter,494,160
1017,Butter,160,523
1018,Butter,160,526
1019,Butter,531,160
1020,Butter,160,538
1021,Butter,210,163
1022,Butter,163,231
1023,Butter,163,276
1024,Butter,163,281
1025,Butter,368,163
1026,Butter,163,390
1027,Butter,163,454
1028,Butter,465,163
1029,Butter,163,494
1030,Butter,523,163
1031,Butter,163,526
1032,Butter,531,163
1033,Butter,538,163
1034,Butter,231,210
1035,Butter,210,276
1036,Butter,281,210
1037,Butter,210,368
1038,Butter,390,210
1039,Butter,454,210
1040,Butter,210,465
1041,Butter,210,494
1042,Butter,523,210
1043,Butter,210,526
1044,Butter,210,531
1045,Butter,210,538
1046,Butter,276,231
1047,Butter,281,231
1048,Butter,231,368
1049,Butter,390,231
1050,Butter,231,454
1051,Butter,231,465
1052,Butter,231,494
1053,Butter,231,523
