pair_id,category,product_code_1,product_code_2,higher_rated_product
167,Breakfast_Sausages,413,702,413
168,Breakfast_Sausages,413,859,413
169,Breakfast_Sausages,413,923,413
170,Breakfast_Sausages,491,548,491
171,Breakfast_Sausages,491,702,702
172,Breakfast_Sausages,491,859,491
173,Breakfast_Sausages,491,923,491
174,Breakfast_Sausages,548,702,702
175,Breakfast_Sausages,548,859,548
176,Breakfast_Sausages,548,923,548
177,Breakfast_Sausages,702,859,702
178,Breakfast_Sausages,702,923,702
179,Breakfast_Sausages,859,923,859
180,Burgers,164,192,164
181,Burgers,164,206,164
182,Burgers,164,285,164
183,Burgers,164,396,164
184,Burgers,164,426,164
185,Burgers,164,633,164
186,Burgers,164,651,164
187,Burgers,164,798,164
188,Burgers,164,922,922
189,Burgers,192,206,206
190,Burgers,192,285,285
191,Burgers,192,396,396
192,Burgers,192,426,192
193,Burgers,192,633,633
194,Burgers,192,651,651
195,Burgers,192,798,798
196,Burgers,192,922,922
197,Burgers,206,285,206
198,Burgers,206,396,206
199,Burgers,206,426,206
200,Burgers,206,633,206
201,Burgers,206,651,206
202,Burgers,206,798,206
203,Burgers,206,922,922
204,Burgers,285,396,285
205,Burgers,285,426,285
206,Burgers,285,633,285
207,Burgers,285,651,285
208,Burgers,285,798,285
209,Burgers,285,922,922
210,Burgers,396,426,396
211,Burgers,396,633,633
212,Burgers,396,651,651
213,Burgers,396,798,798
214,Burgers,396,922,922
215,Burgers,426,633,633
216,Burgers,426,651,651
217,Burgers,426,798,798
218,Burgers,426,922,922
219,Burgers,633,651,651
220,Burgers,633,798,798
221,Burgers,633,922,922
222,Burgers,651,798,651
223,Burgers,651,922,922
224,Burgers,798,922,922
225,Butter,182,257,257
226,Butter,182,334,182
227,Butter,182,396,396
228,Butter,182,413,413
229,Butter,182,491,491
230,Butter,182,548,548
231,Butter,182,674,674
232,Butter,182,702,702
233,Butter,182,923,923
234,Butter,257,334,257
235,Butter,257,396,257
236,Butter,257,413,257
237,Butter,257,491,257
238,Butter,257,548,257
239,Butter,257,674,257
240,Butter,257,702,257
241,Butter,257,923,257
242,Butter,334,396,396
243,Butter,334,413,413
244,Butter,334,491,491
245,Butter,334,548,548
246,Butter,334,674,674
247,Butter,334,702,702
248,Butter,334,923,923
249,Butter,396,413,413
250,Butter,396,491,396
251,Butter,396,548,396
252,Butter,396,674,674
253,Butter,396,702,396
254,Butter,396,923,396
255,Butter,413,491,413
256,Butter,413,548,413
257,Butter,413,674,674
258,Butter,413,702,413
259,Butter,413,923,413
260,Butter,491,548,491
261,Butter,491,674,674
262,Butter,491,702,491
263,Butter,491,923,491
264,Butter,548,674,674
265,Butter,548,702,702
266,Butter,548,923,923
267,Butter,674,702,674
268,Butter,674,923,674
269,Butter,702,923,702
270,Cheddar_Cheese,182,257,257
271,Cheddar_Cheese,182,334,334
272,Cheddar_Cheese,182,396,182
273,Cheddar_Cheese,182,413,182
274,Cheddar_Cheese,182,491,491
275,Cheddar_Cheese,182,702,182
276,Cheddar_Cheese,182,923,923
277,Cheddar_Cheese,257,334,334
278,Cheddar_Cheese,257,396,257
279,Cheddar_Cheese,257,413,257
280,Cheddar_Cheese,257,491,491
281,Cheddar_Cheese,257,702,257
282,Cheddar_Cheese,334,396,334
283,Cheddar_Cheese,334,413,334
284,Cheddar_Cheese,334,491,491
285,Cheddar_Cheese,334,702,334
286,Cheddar_Cheese,334,923,334
287,Cheddar_Cheese,396,413,396
288,Cheddar_Cheese,396,491,491
289,Cheddar_Cheese,396,702,396
290,Cheddar_Cheese,396,923,923
291,Cheddar_Cheese,413,491,491
292,Cheddar_Cheese,413,702,413
293,Cheddar_Cheese,413,923,923
294,Cheddar_Cheese,491,702,491
295,Cheddar_Cheese,491,923,491
296,Cheddar_Cheese,702,923,923
297,Chicken_Strips,182,257,257
298,Chicken_Strips,182,334,182
299,Chicken_Strips,182,396,396
300,Chicken_Strips,182,413,182
301,Chicken_Strips,182,491,182
302,Chicken_Strips,182,548,548
303,Chicken_Strips,182,702,702
304,Chicken_Strips,182,859,859
305,Chicken_Strips,182,923,923
306,Chicken_Strips,257,334,257
307,Chicken_Strips,257,396,396
308,Chicken_Strips,257,413,257
309,Chicken_Strips,257,491,257
310,Chicken_Strips,257,548,548
311,Chicken_Strips,257,702,702
312,Chicken_Strips,257,859,859
313,Chicken_Strips,257,923,923
314,Chicken_Strips,334,396,396
315,Chicken_Strips,334,413,413
316,Chicken_Strips,334,491,491
317,Chicken_Strips,334,548,548
318,Chicken_Strips,334,702,702
319,Chicken_Strips,334,859,859
320,Chicken_Strips,334,923,923
321,Chicken_Strips,396,413,396
322,Chicken_Strips,396,491,396
323,Chicken_Strips,396,548,396
324,Chicken_Strips,396,702,396
325,Chicken_Strips,396,859,396
326,Chicken_Strips,396,923,923
327,Chicken_Strips,413,491,413
328,Chicken_Strips,413,548,548
329,Chicken_Strips,413,702,702
330,Chicken_Strips,413,859,859
331,Chicken_Strips,413,923,923
332,Chicken_Strips,491,548,548
333,Chicken_Strips,491,702,702
334,Chicken_Strips,491,859,859
335,Chicken_Strips,491,923,923
336,Chicken_Strips,548,702,702
337,Chicken_Strips,548,859,548
338,Chicken_Strips,548,923,923
339,Chicken_Strips,702,859,702
340,Chicken_Strips,702,923,923
341,Chicken_Strips,859,923,923
342,Cream_Cheese,182,257,257
343,Cream_Cheese,182,396,396
344,Cream_Cheese,182,413,413
345,Cream_Cheese,182,491,491
346,Cream_Cheese,182,548,548
347,Cream_Cheese,182,674,674
348,Cream_Cheese,182,702,702
349,Cream_Cheese,182,859,859
350,Cream_Cheese,182,923,923
351,Cream_Cheese,257,396,396
352,Cream_Cheese,257,413,413
353,Cream_Cheese,257,491,491
354,Cream_Cheese,257,548,548
355,Cream_Cheese,257,674,257
356,Cream_Cheese,257,702,702
357,Cream_Cheese,257,859,859
358,Cream_Cheese,257,923,923
359,Cream_Cheese,396,413,413
360,Cream_Cheese,396,491,491
361,Cream_Cheese,396,548,396
362,Cream_Cheese,396,674,396
363,Cream_Cheese,396,702,702
364,Cream_Cheese,396,859,859
365,Cream_Cheese,396,923,923
366,Cream_Cheese,413,491,413
367,Cream_Cheese,413,548,413
368,Cream_Cheese,413,674,413
369,Cream_Cheese,413,702,413
370,Cream_Cheese,413,859,413
371,Cream_Cheese,413,923,413
372,Cream_Cheese,491,548,491
373,Cream_Cheese,491,674,491
374,Cream_Cheese,491,702,702
375,Cream_Cheese,491,859,859
376,Cream_Cheese,491,923,923
377,Cream_Cheese,548,674,548
378,Cream_Cheese,548,702,702
379,Cream_Cheese,548,859,859
380,Cream_Cheese,548,923,923
381,Cream_Cheese,674,702,702
382,Cream_Cheese,674,859,859
383,Cream_Cheese,674,923,923
384,Cream_Cheese,702,859,859
385,Cream_Cheese,702,923,923
386,Cream_Cheese,859,923,923
387,Creamer,182,257,257
388,Creamer,182,334,334
389,Creamer,182,396,396
390,Creamer,182,413,413
391,Creamer,182,491,491
392,Creamer,182,702,702
393,Creamer,182,859,859
394,Creamer,182,923,923
395,Creamer,257,334,334
396,Creamer,257,396,396
397,Creamer,257,413,413
398,Creamer,257,491,491
399,Creamer,257,702,257
400,Creamer,257,859,859
401,Creamer,257,923,923
402,Creamer,334,396,396
403,Creamer,334,413,413
404,Creamer,334,491,491
405,Creamer,334,702,334
406,Creamer,334,859,334
407,Creamer,334,923,923
408,Creamer,396,413,396
409,Creamer,396,491,491
410,Creamer,396,702,396
411,Creamer,396,859,396
412,Creamer,396,923,396
413,Creamer,413,491,491
414,Creamer,413,702,413
415,Creamer,413,859,413
416,Creamer,413,923,413
417,Creamer,491,702,491
418,Creamer,491,859,491
419,Creamer,491,923,491
420,Creamer,702,859,859
421,Creamer,702,923,923
422,Creamer,859,923,923
423,Deli_Ham,182,257,257
424,Deli_Ham,182,396,396
425,Deli_Ham,182,413,413
426,Deli_Ham,182,491,491
427,Deli_Ham,182,548,548
428,Deli_Ham,182,702,702
429,Deli_Ham,182,859,859
430,Deli_Ham,182,923,923
431,Deli_Ham,257,396,257
432,Deli_Ham,257,413,257
433,Deli_Ham,257,491,491
434,Deli_Ham,257,548,257
435,Deli_Ham,257,702,257
436,Deli_Ham,257,859,859
437,Deli_Ham,257,923,923
438,Deli_Ham,396,413,396
439,Deli_Ham,396,491,491
440,Deli_Ham,396,548,548
441,Deli_Ham,396,859,859
442,Deli_Ham,396,923,923
443,Deli_Ham,413,491,491
444,Deli_Ham,413,548,548
445,Deli_Ham,413,702,702
446,Deli_Ham,413,859,859
447,Deli_Ham,413,923,923
448,Deli_Ham,491,548,491
449,Deli_Ham,491,702,491
450,Deli_Ham,491,859,491
451,Deli_Ham,491,923,923
452,Deli_Ham,548,702,548
453,Deli_Ham,548,859,859
454,Deli_Ham,548,923,923
455,Deli_Ham,702,859,859
456,Deli_Ham,702,923,923
457,Deli_Ham,859,923,923
458,Deli_Turkey,182,396,396
459,Deli_Turkey,182,491,491
460,Deli_Turkey,182,548,548
461,Deli_Turkey,182,674,674
462,Deli_Turkey,182,702,702
463,Deli_Turkey,182,859,859
464,Deli_Turkey,396,491,491
465,Deli_Turkey,396,548,548
466,Deli_Turkey,396,674,674
467,Deli_Turkey,396,702,702
468,Deli_Turkey,396,859,859
469,Deli_Turkey,491,548,491
470,Deli_Turkey,491,674,491
471,Deli_Turkey,491,702,491
472,Deli_Turkey,491,859,491
473,Deli_Turkey,548,674,548
474,Deli_Turkey,548,702,548
475,Deli_Turkey,548,859,548
476,Deli_Turkey,674,702,674
477,Deli_Turkey,674,859,674
478,Deli_Turkey,702,859,859
479,Hot_Dogs,164,192,164
480,Hot_Dogs,164,206,164
481,Hot_Dogs,164,285,164
482,Hot_Dogs,164,396,164
483,Hot_Dogs,164,426,164
484,Hot_Dogs,164,633,164
485,Hot_Dogs,164,651,164
486,Hot_Dogs,164,798,164
487,Hot_Dogs,164,922,164
488,Hot_Dogs,192,206,192
489,Hot_Dogs,192,285,192
490,Hot_Dogs,192,396,192
491,Hot_Dogs,192,426,192
492,Hot_Dogs,192,633,633
493,Hot_Dogs,192,651,192
494,Hot_Dogs,192,798,798
495,Hot_Dogs,192,922,922
496,Hot_Dogs,206,285,285
497,Hot_Dogs,206,396,396
498,Hot_Dogs,206,426,426
499,Hot_Dogs,206,633,633
500,Hot_Dogs,206,651,651
501,Hot_Dogs,206,798,798
502,Hot_Dogs,206,922,922
503,Hot_Dogs,285,396,396
504,Hot_Dogs,285,426,426
505,Hot_Dogs,285,633,633
506,Hot_Dogs,285,651,651
507,Hot_Dogs,285,798,798
508,Hot_Dogs,285,922,922
509,Hot_Dogs,396,426,396
510,Hot_Dogs,396,633,633
511,Hot_Dogs,396,651,396
512,Hot_Dogs,396,798,798
513,Hot_Dogs,396,922,922
514,Hot_Dogs,426,633,633
515,Hot_Dogs,426,651,651
516,Hot_Dogs,426,798,798
517,Hot_Dogs,426,922,922
518,Hot_Dogs,633,651,633
519,Hot_Dogs,633,798,633
520,Hot_Dogs,633,922,922
521,Hot_Dogs,651,798,798
522,Hot_Dogs,651,922,922
523,Hot_Dogs,798,922,922
524,Ice_Cream_Hard_Serve,182,257,257
525,Ice_Cream_Hard_Serve,182,334,334
526,Ice_Cream_Hard_Serve,182,396,396
527,Ice_Cream_Hard_Serve,182,491,491
528,Ice_Cream_Hard_Serve,182,548,548
529,Ice_Cream_Hard_Serve,182,674,674
530,Ice_Cream_Hard_Serve,182,702,182
531,Ice_Cream_Hard_Serve,182,859,859
532,Ice_Cream_Hard_Serve,182,923,923
533,Ice_Cream_Hard_Serve,257,334,257
534,Ice_Cream_Hard_Serve,257,396,396
535,Ice_Cream_Hard_Serve,257,491,491
536,Ice_Cream_Hard_Serve,257,548,548
537,Ice_Cream_Hard_Serve,257,674,674
538,Ice_Cream_Hard_Serve,257,702,257
539,Ice_Cream_Hard_Serve,257,859,859
540,Ice_Cream_Hard_Serve,257,923,923
541,Ice_Cream_Hard_Serve,334,396,396
542,Ice_Cream_Hard_Serve,334,491,491
543,Ice_Cream_Hard_Serve,334,548,548
544,Ice_Cream_Hard_Serve,334,674,674
545,Ice_Cream_Hard_Serve,334,702,334
546,Ice_Cream_Hard_Serve,334,859,859
547,Ice_Cream_Hard_Serve,334,923,923
548,Ice_Cream_Hard_Serve,396,491,491
549,Ice_Cream_Hard_Serve,396,548,548
550,Ice_Cream_Hard_Serve,396,674,396
551,Ice_Cream_Hard_Serve,396,702,396
552,Ice_Cream_Hard_Serve,396,859,859
553,Ice_Cream_Hard_Serve,396,923,396
554,Ice_Cream_Hard_Serve,491,548,491
555,Ice_Cream_Hard_Serve,491,674,491
556,Ice_Cream_Hard_Serve,491,702,491
557,Ice_Cream_Hard_Serve,491,859,491
558,Ice_Cream_Hard_Serve,491,923,491
559,Ice_Cream_Hard_Serve,548,674,548
560,Ice_Cream_Hard_Serve,548,702,548
561,Ice_Cream_Hard_Serve,548,859,548
562,Ice_Cream_Hard_Serve,548,923,548
563,Ice_Cream_Hard_Serve,674,702,674
564,Ice_Cream_Hard_Serve,674,859,859
565,Ice_Cream_Hard_Serve,674,923,923
566,Ice_Cream_Hard_Serve,702,859,859
567,Ice_Cream_Hard_Serve,702,923,923
568,Ice_Cream_Hard_Serve,859,923,859
569,Meatballs,257,334,257
570,Meatballs,257,413,257
571,Meatballs,257,491,257
572,Meatballs,257,859,859
573,Meatballs,334,413,334
574,Meatballs,334,491,491
575,Meatballs,334,859,859
576,Meatballs,413,491,491
577,Meatballs,413,859,859
578,Meatballs,491,859,859
579,Milk,164,206,164
580,Milk,164,257,164
581,Milk,164,306,164
582,Milk,164,334,164
583,Milk,164,396,164
584,Milk,164,413,164
585,Milk,164,426,164
586,Milk,164,491,164
587,Milk,164,633,164
588,Milk,164,651,164
589,Milk,164,674,674
590,Milk,164,702,164
591,Milk,164,798,164
592,Milk,164,801,164
593,Milk,164,859,859
594,Milk,164,909,164
595,Milk,164,923,164
596,Milk,206,257,206
597,Milk,206,306,206
598,Milk,206,334,206
599,Milk,206,396,206
600,Milk,206,413,413
601,Milk,206,426,206
602,Milk,206,491,206
603,Milk,206,633,206
604,Milk,206,651,206
605,Milk,206,674,674
606,Milk,206,702,206
607,Milk,206,798,206
608,Milk,206,801,206
609,Milk,206,859,859
610,Milk,206,909,206
611,Milk,206,923,206
612,Milk,257,306,257
613,Milk,257,334,257
614,Milk,257,396,257
615,Milk,257,413,413
616,Milk,257,426,426
617,Milk,257,491,257
618,Milk,257,633,633
619,Milk,257,651,257
620,Milk,257,674,674
621,Milk,257,702,257
622,Milk,257,798,257
623,Milk,257,801,257
624,Milk,257,859,859
625,Milk,257,909,257
626,Milk,257,923,257
627,Milk,306,334,334
628,Milk,306,396,396
629,Milk,306,413,413
630,Milk,306,426,426
631,Milk,306,491,491
632,Milk,306,633,633
633,Milk,306,651,651
634,Milk,306,674,674
635,Milk,306,702,702
636,Milk,306,798,798
637,Milk,306,801,801
638,Milk,306,859,859
639,Milk,306,909,306
640,Milk,306,923,923
641,Milk,334,396,396
642,Milk,334,413,413
643,Milk,334,426,426
644,Milk,334,491,491
645,Milk,334,633,633
646,Milk,334,651,651
647,Milk,334,674,674
648,Milk,334,702,702
649,Milk,334,798,798
650,Milk,334,801,801
651,Milk,334,859,859
652,Milk,334,909,334
653,Milk,334,923,923
654,Milk,396,413,413
655,Milk,396,426,426
656,Milk,396,491,396
657,Milk,396,633,633
658,Milk,396,651,396
659,Milk,396,674,674
660,Milk,396,702,702
661,Milk,396,798,396
662,Milk,396,801,396
663,Milk,396,859,859
664,Milk,396,909,396
665,Milk,396,923,923
666,Milk,413,426,413
667,Milk,413,491,413
668,Milk,413,633,413
669,Milk,413,651,413
670,Milk,413,674,674
671,Milk,413,702,413
672,Milk,413,798,413
673,Milk,413,801,413
674,Milk,413,859,859
675,Milk,413,909,413
676,Milk,413,923,413
677,Milk,426,491,426
678,Milk,426,633,633
679,Milk,426,651,426
680,Milk,426,674,674
681,Milk,426,702,426
682,Milk,426,798,426
683,Milk,426,801,426
684,Milk,426,859,859
685,Milk,426,909,426
686,Milk,426,923,426
687,Milk,491,633,633
688,Milk,491,651,491
689,Milk,491,674,674
690,Milk,491,702,702
691,Milk,491,798,491
692,Milk,491,801,491
693,Milk,491,859,859
694,Milk,491,909,491
695,Milk,491,923,923
696,Milk,633,651,633
697,Milk,633,674,674
698,Milk,633,702,633
699,Milk,633,798,633
700,Milk,633,801,633
701,Milk,633,859,859
702,Milk,633,909,633
703,Milk,633,923,633
704,Milk,651,674,674
705,Milk,651,702,702
706,Milk,651,798,798
707,Milk,651,801,651
708,Milk,651,859,859
709,Milk,651,909,651
710,Milk,651,923,923
711,Milk,674,702,674
712,Milk,674,798,674
713,Milk,674,801,674
714,Milk,674,859,859
715,Milk,674,909,674
716,Milk,674,923,674
717,Milk,702,798,702
718,Milk,702,801,702
719,Milk,702,859,859
720,Milk,702,909,702
721,Milk,702,923,923
722,Milk,798,801,798
723,Milk,798,859,859
724,Milk,798,909,798
725,Milk,798,923,923
726,Milk,801,859,859
727,Milk,801,909,801
728,Milk,801,923,923
729,Milk,859,909,859
730,Milk,859,923,859
731,Milk,909,923,923
732,Mozzarella,182,334,334
733,Mozzarella,182,396,396
734,Mozzarella,182,413,413
735,Mozzarella,182,491,491
736,Mozzarella,182,674,674
737,Mozzarella,182,702,182
738,Mozzarella,182,923,923
739,Mozzarella,334,396,396
740,Mozzarella,334,413,413
741,Mozzarella,334,491,491
742,Mozzarella,334,674,674
743,Mozzarella,334,702,334
744,Mozzarella,334,923,923
745,Mozzarella,396,413,413
746,Mozzarella,396,491,491
747,Mozzarella,396,674,674
748,Mozzarella,396,702,396
749,Mozzarella,396,923,396
750,Mozzarella,413,491,413
751,Mozzarella,413,674,413
752,Mozzarella,413,702,413
753,Mozzarella,413,923,413
754,Mozzarella,491,674,674
755,Mozzarella,491,702,491
756,Mozzarella,491,923,491
757,Mozzarella,674,702,674
758,Mozzarella,674,923,674
759,Mozzarella,702,923,923
760,Nuggets,164,192,192
761,Nuggets,164,206,206
762,Nuggets,164,285,164
763,Nuggets,164,396,396
764,Nuggets,164,426,426
765,Nuggets,164,633,633
766,Nuggets,164,651,164
767,Nuggets,164,798,798
768,Nuggets,164,922,164
769,Nuggets,192,206,206
770,Nuggets,192,285,192
771,Nuggets,192,396,396
772,Nuggets,192,426,426
773,Nuggets,192,633,633
774,Nuggets,192,651,192
775,Nuggets,192,798,798
776,Nuggets,192,922,192
777,Nuggets,206,285,206
778,Nuggets,206,396,206
779,Nuggets,206,426,206
780,Nuggets,206,633,206
781,Nuggets,206,651,206
782,Nuggets,206,798,206
783,Nuggets,206,922,206
784,Nuggets,285,396,396
785,Nuggets,285,426,426
786,Nuggets,285,633,633
787,Nuggets,285,651,285
788,Nuggets,285,798,798
789,Nuggets,285,922,285
790,Nuggets,396,426,396
791,Nuggets,396,633,396
792,Nuggets,396,651,396
793,Nuggets,396,798,396
794,Nuggets,396,922,396
795,Nuggets,426,633,426
796,Nuggets,426,651,426
797,Nuggets,426,798,426
798,Nuggets,426,922,426
799,Nuggets,633,651,633
800,Nuggets,633,798,798
801,Nuggets,633,922,633
802,Nuggets,651,798,798
803,Nuggets,651,922,922
804,Nuggets,798,922,798
805,Pulled_Pork,206,285,206
806,Pulled_Pork,206,633,206
807,Pulled_Pork,206,651,651
808,Pulled_Pork,206,798,798
809,Pulled_Pork,206,801,206
810,Pulled_Pork,206,922,206
811,Pulled_Pork,285,633,633
812,Pulled_Pork,285,651,651
813,Pulled_Pork,285,798,798
814,Pulled_Pork,285,801,801
815,Pulled_Pork,285,922,285
816,Pulled_Pork,633,651,651
817,Pulled_Pork,633,798,798
818,Pulled_Pork,633,801,801
819,Pulled_Pork,633,922,633
820,Pulled_Pork,651,798,651
821,Pulled_Pork,651,801,651
822,Pulled_Pork,651,922,651
823,Pulled_Pork,798,801,798
824,Pulled_Pork,798,922,798
825,Pulled_Pork,801,922,801
826,Sour_Cream,257,334,334
827,Sour_Cream,257,413,413
828,Sour_Cream,257,491,491
829,Sour_Cream,257,674,674
830,Sour_Cream,334,413,413
831,Sour_Cream,334,491,491
832,Sour_Cream,334,674,334
833,Sour_Cream,413,491,491
834,Sour_Cream,413,674,413
835,Sour_Cream,491,674,491
836,Steak,182,334,182
837,Steak,182,396,182
838,Steak,182,413,413
839,Steak,182,491,491
840,Steak,182,548,182
841,Steak,182,674,182
842,Steak,182,859,859
843,Steak,182,923,923
844,Steak,334,396,396
845,Steak,334,413,413
846,Steak,334,491,491
847,Steak,334,548,334
848,Steak,334,674,674
849,Steak,334,859,859
850,Steak,334,923,923
851,Steak,396,413,413
852,Steak,396,491,491
853,Steak,396,548,396
854,Steak,396,674,674
855,Steak,396,859,859
856,Steak,396,923,923
857,Steak,413,491,413
858,Steak,413,548,413
859,Steak,413,674,413
860,Steak,413,859,413
861,Steak,413,923,923
862,Steak,491,548,491
863,Steak,491,674,491
864,Steak,491,859,491
865,Steak,491,923,923
866,Steak,548,674,674
867,Steak,548,859,859
868,Steak,548,923,923
869,Steak,674,859,859
870,Steak,674,923,923
871,Steak,859,923,923
872,Unbreaded_Chicken_Breast,182,257,257
873,Unbreaded_Chicken_Breast,182,334,334
874,Unbreaded_Chicken_Breast,182,396,396
875,Unbreaded_Chicken_Breast,182,413,413
876,Unbreaded_Chicken_Breast,182,548,548
877,Unbreaded_Chicken_Breast,182,674,674
878,Unbreaded_Chicken_Breast,182,702,702
879,Unbreaded_Chicken_Breast,182,859,859
880,Unbreaded_Chicken_Breast,182,923,923
881,Unbreaded_Chicken_Breast,257,334,257
882,Unbreaded_Chicken_Breast,257,396,257
883,Unbreaded_Chicken_Breast,257,413,257
884,Unbreaded_Chicken_Breast,257,548,257
885,Unbreaded_Chicken_Breast,257,674,257
886,Unbreaded_Chicken_Breast,257,702,257
887,Unbreaded_Chicken_Breast,257,859,257
888,Unbreaded_Chicken_Breast,257,923,257
889,Unbreaded_Chicken_Breast,334,396,334
890,Unbreaded_Chicken_Breast,334,413,413
891,Unbreaded_Chicken_Breast,334,548,334
892,Unbreaded_Chicken_Breast,334,674,334
893,Unbreaded_Chicken_Breast,334,702,334
894,Unbreaded_Chicken_Breast,334,859,859
895,Unbreaded_Chicken_Breast,334,923,923
896,Unbreaded_Chicken_Breast,396,413,413
897,Unbreaded_Chicken_Breast,396,548,548
898,Unbreaded_Chicken_Breast,396,674,674
